x,y,z,cell_type,volume,colony_id
-3.065080866178045,-3.510498556303649,0,ecoli,1.9042504603311463,1
-3.065080866178045,-2.020997112607298,0,ecoli,1.505644110478161,1
-3.065080866178045,-0.5314956689109471,0,ecoli,1.4195472275901115,1
-3.065080866178045,0.9580057747854038,0,ecoli,1.432964181059476,1
-3.065080866178045,2.447507218481755,0,ecoli,1.6690212689030965,1
-3.065080866178045,3.9370086621781057,0,ecoli,1.6871040569365137,1
-2.420107821570727,-3.510498556303649,0,ecoli,1.9269344378281543,1
-2.420107821570727,-2.020997112607298,0,ecoli,1.7245651129665212,1
-2.420107821570727,-0.5314956689109471,0,ecoli,1.7867893143970428,1
-2.420107821570727,0.9580057747854038,0,ecoli,1.7248204160536282,1
-2.420107821570727,2.447507218481755,0,ecoli,1.786014626026328,1
-2.420107821570727,3.9370086621781057,0,ecoli,1.924849378447334,1
-0.4851886877487719,-3.510498556303649,0,ecoli,1.3054523936620097,1
-0.4851886877487719,-2.020997112607298,0,ecoli,1.3691888448535177,1
-0.4851886877487719,-0.5314956689109471,0,ecoli,1.4941574139500982,1
-0.4851886877487719,0.9580057747854038,0,ecoli,1.7266672690034757,1
-0.4851886877487719,2.447507218481755,0,ecoli,1.8263781591516077,1
-0.4851886877487719,3.9370086621781057,0,ecoli,1.8669143439207843,1
0.15978435685854642,-3.510498556303649,0,ecoli,1.9270209382917547,1
0.15978435685854642,-2.020997112607298,0,ecoli,1.7703954754979698,1
0.15978435685854642,-0.5314956689109471,0,ecoli,1.7176089631322968,1
0.15978435685854642,0.9580057747854038,0,ecoli,1.766344853528069,1
0.15978435685854642,2.447507218481755,0,ecoli,1.603939354692543,1
0.15978435685854642,3.9370086621781057,0,ecoli,1.5116300404005956,1
2.0947034906805015,-3.510498556303649,0,ecoli,1.5857689938251263,1
2.0947034906805015,-2.020997112607298,0,ecoli,1.7742979037854536,1
2.0947034906805015,-0.5314956689109471,0,ecoli,1.9461094808349755,1
2.0947034906805015,0.9580057747854038,0,ecoli,1.7399679126529506,1
2.0947034906805015,2.447507218481755,0,ecoli,1.8140346366010627,1
2.0947034906805015,3.9370086621781057,0,ecoli,1.4110942675650824,1
2.7396765352878196,-3.510498556303649,0,ecoli,1.3174520292634582,1
2.7396765352878196,-2.020997112607298,0,ecoli,1.8202406585515496,1
2.7396765352878196,-0.5314956689109471,0,ecoli,1.8874196498410503,1
2.7396765352878196,0.9580057747854038,0,ecoli,1.3160395367790225,1
2.7396765352878196,2.447507218481755,0,ecoli,1.619635756989826,1
2.7396765352878196,3.9370086621781057,0,ecoli,1.6420658587774077,1
4.674595669109775,-0.5314956689109471,0,ecoli,1.6876379067725975,1
4.674595669109775,0.9580057747854038,0,ecoli,1.3337724043166468,1
